,Year,Country,Activity,Sex ,Fatal
0,2018,USA,Paddling,F,N
1,2018,USA,Standing,F,N
2,2018,USA,Surfing,M,N
3,2018,AUSTRALIA,Surfing,M,N
4,2018,MEXICO,Free diving,M,N
5,2018,AUSTRALIA,Kite surfing,M,N
6,2018,BRAZIL,Swimming,M,Y
7,2018,USA,Fishing,M,N
8,2018,USA,Walking,M,N
9,2018,USA,Standing,M,N
10,2018,AUSTRALIA,Feeding sharks,M,N
11,2018,USA,Boogie boarding,M,N
12,2018,USA,Swimming,M,N
13,2018,ENGLAND,Fishing,M,N
14,2018,AUSTRALIA,Feeding sharks,F,N
15,2018,SOUTH AFRICA,Surfing,M,N
16,2018,AUSTRALIA,Surfing,M,N
17,2018,THAILAND,Swimming,M,N
18,2018,COSTA RICA,Scuba diving,M,N
19,2018,AUSTRALIA,Surfing,M,N
20,2018,AUSTRALIA,Surfing,M,N
21,2018,AUSTRALIA,Surfing,M,N
22,2018,AUSTRALIA,Surfing,M,N
23,2018,MALDIVES,Fishing,M,N
24,2018,SOUTH AFRICA,Paddle-skiing,M,N
25,2018,USA,Body boarding,M,N
26,2018,THAILAND,Swimming,M,N
27,2018,BRAZIL,Swimming,M,0
28,2018,AUSTRALIA,Surfing,M,N
29,2018,AUSTRALIA,Surfing,M,N
30,2018,BAHAMAS,Surfing,M,N
31,2018,BRAZIL,Fishing,M,N
32,2018,NEW CALEDONIA,Windsurfing,0,N
33,2018,BAHAMAS,Swimming,M,N
34,2018,SOUTH AFRICA,Surfing,M,N
35,2018,USA,Stand-Up Paddleboarding,M,N
36,2018,AUSTRALIA,Wading,M,N
37,2018,AUSTRALIA,Swimming,M,N
38,2018,AUSTRALIA,Surfing,M,N
39,2018,SOUTH AFRICA,Scuba Diving,M,N
40,2018,AUSTRALIA,Swimming,F,N
41,2018,AUSTRALIA,Kayak fishing for sharks,M,N
42,2018,AUSTRALIA,Walking,M,N
43,2018,AUSTRALIA,Swimming,F,N
44,2018,BRAZIL,Cleaning fish,F,N
45,2018,ECUADOR,Snorkeling,M,N
46,2018,AUSTRALIA,Spearfishing,M,N
47,2018,AUSTRALIA,0,M,N
48,2018,NEW CALEDONIA,Spearfishing,M,N
49,2018,AUSTRALIA,Diving,M,N
50,2018,AUSTRALIA,Free diving,M,N
51,2018,BRAZIL,Surfing,M,N
52,2018,AUSTRALIA,Surfing,M,N
53,2017,USA,Surfing,F,N
54,2017,USA,Surfing,F,N
55,2017,MALAYSIA,Fishing / Wading,M,N
56,2017,BAHAMAS,Snorkeling,F,N
57,2017,COSTA RICA,Scuba Diving,M,N
58,2017,COSTA RICA,Scuba diving,F,Y
59,2017,LIBYA,2 boats capsized,0,Y
60,2017,USA,Spearfishing,M,N
61,2017,USA,Surfing,F,N
62,2017,0,Surfing,M,N
63,2017,AUSTRALIA,Surfing,M,N
64,2017,CUBA,Night bathing,M,Y
65,2017,AUSTRALIA,Snorkeling,M,N
66,2017,AUSTRALIA,Surfing,M,N
67,2017,USA,Stand-Up Paddleboarding,M,N
68,2017,MAURITIUS,Swimming,M,N
69,2017,USA,Surfing ,M,N
70,2017,USA,Swimming,F,N
71,2017,AUSTRALIA,Kayaking / Fishing,F,N
72,2017,NEW ZEALAND,Kayaking,M,N
73,2017,USA,Swimming,M,N
74,2017,USA,Surfing,M,N
75,2017,USA,Snorkeling,F,N
76,2017,SOUTH AFRICA,Scuba Diving,M,0
77,2017,USA,Surfing,M,N
78,2017,AUSTRALIA,Surfing,M,N
79,2017,USA,Surfing,M,0
80,2017,USA,Surfing,M,N
81,2017,USA,Surfing,M,N
82,2017,SPAIN,Body surfing,M,N
83,2017,USA,Surfing,M,N
84,2017,SOUTH AFRICA,Scuba Diving,M,0
85,2017,SAMOA,Fishing,M,N
86,2017,AUSTRALIA,Fishing,0,N
87,2017,USA,Surfing,M,N
88,2017,AUSTRALIA,Swimming,M,N
89,2017,AUSTRALIA,Surfing,M,N
90,2017,SOLOMON ISLANDS,Spearfishing,M,N
91,2017,SOUTH AFRICA,"Swimming, poaching abalone",M,Y
92,2017,JAPAN,Surfing,M,N
93,2017,USA,Swimming,M,N
94,2017,USA,Swimming,F,N
95,2017,USA,Surfing,M,N
96,2017,AUSTRALIA,Surfing,M,N
97,2017,USA,Wading,F,N
98,2017,SPAIN,Swimming,F,0
99,2017,NEW ZEALAND,Canoeing,M,N
100,2017,USA,SUP,M,N
101,2017,BAHAMAS,Spearfishing,M,N
102,2017,USA,Swimming,M,N
103,2017,EGYPT,Snorkeling,F,N
104,2017,USA,Fishing,M,N
105,2017,USA,Kayaking / Fishing,M,N
106,2017,USA,Skimboarding,M,N
107,2017,USA,Swimming,M,0
108,2017,USA,0,F,N
109,2017,BAHAMAS,Snorkeling,F,N
110,2017,BAHAMAS,Spearfishing,M,N
111,2017,"ST HELENA, British overseas territory",Surfing,M,N
112,2017,USA,0,F,N
113,2017,SPAIN,Swimming,F,N
114,2017,USA,0,F,N
115,2017,USA,Swimming,F,0
116,2017,USA,Kayaking,M,N
117,2017,USA,SUP,M,N
118,2017,USA,Surfing,M,N
119,2017,AUSTRALIA,Surfing,M,N
120,2017,USA,Kayaking,M,N
121,2017,USA,Swimming,M,N
122,2017,MEXICO,Fishing,M,N
123,2017,SOUTH AFRICA,Surfing,F,N
124,2017,COMOROS,Fishing,0,0
125,2017,USA,Fishing,M,0
126,2017,USA,Swimming,F,N
127,2017,USA,Surfing,M,N
128,2017,USA,Swimming,F,N
129,2017,REUNION,Body boarding,M,N
130,2017,SPAIN,Swimming,M,N
131,2017,FRENCH POLYNESIA,Surfing,M,N
132,2017,BAHAMAS,Feeding sharks,F,N
133,2017,AUSTRALIA,Body boarding,M,N
134,2017,AUSTRALIA,Surfing,F,N
135,2017,USA,Surfing,M,N
136,2017,UNITED KINGDOM,Surfing ,M,N
137,2017,USA,Spearfishing,M,N
138,2017,BAHAMAS,Snorkeling,F,N
139,2017,USA,Touching a shark,F,N
140,2017,USA,Feeding sharks,M,N
141,2017,AUSTRALIA,Fishing ,M,N
142,2017,UNITED ARAB EMIRATES,Spearfishing,M,N
143,2017,AUSTRALIA,Attempting to lasso a shark,M,N
144,2017,MEXICO,Snorkeling,M,Y
145,2017,USA,Surfing,F,0
146,2017,USA,Swimming,F,N
147,2017,SOUTH AFRICA,Surfing,M,N
148,2017,USA,Surfing,F,N
149,2017,REUNION,Body boarding,M,Y
150,2017,NEW ZEALAND,Body boarding,F,N
151,2017,USA,Photo shoot,F,0
152,2017,"ST HELENA, British overseas territory",Snorkeling,F,N
153,2017,USA,Swimming,M,0
154,2017,USA,0,0,N
155,2017,AUSTRALIA,Surfing,F,Y
156,2017,USA,Surfing,M,N
157,2017,USA,Surfing,M,N
158,2017,USA,Surfing,F,N
159,2017,SOUTH AFRICA,Scuba Diving,M,0
160,2017,USA,Surfing,F,N
161,2017,USA,Paddle boarding,F,N
162,2017,USA,Swimming,F,N
163,2017,USA,Swimming,M,N
164,2017,USA,Swimming,F,N
165,2017,AUSTRALIA,Kakaying,M,N
166,2017,USA,Swimming,F,N
167,2017,USA,Surfing,M,N
168,2017,AUSTRALIA,Body boarding,M,N
169,2017,USA,Kayaking,M,N
170,2017,PHILIPPINES,Spearfishing,M,N
171,2017,BAHAMAS,Washing hands,M,N
172,2017,AUSTRALIA,Snorkeling,F,N
173,2017,AUSTRALIA,Surfing,M,N
174,2017,REUNION,Body boarding,M,Y
175,2017,AUSTRALIA,Spearfishing,M,N
176,2017,USA,Swimming,M,N
177,2017,BRAZIL,Grabbing shark for a selfie,F,N
178,2017,SOUTH AFRICA,Kayak fishing,M,N
179,2017,USA,Tagging sharks,0,N
180,2017,BAHAMAS,Scuba Diving,M,N
181,2017,BRAZIL,Swimming,M,N
182,2017,USA,0,M,N
183,2017,AUSTRALIA,Scuba Diving,M,N
184,2017,AUSTRALIA,Swimming,M,N
185,2017,USA,0,M,N
186,2017,INDONESIA,Surfing,M,N
188,2017,USA,Wading,M,N
189,2017,AUSTRALIA,Wading,M,0
190,2016,USA,Surfing,M,N
191,2016,AUSTRALIA,Snorkeling,F,N
192,2016,SOUTH AFRICA,Surf skiing ,M,N
193,2016,AUSTRALIA,Free diving,M,N
194,2016,FRENCH POLYNESIA,Fishing,M,N
195,2016,USA,Surfing,M,0
196,2016,AUSTRALIA,Surf fishing,M,N
197,2016,AUSTRALIA,Surfing,M,N
198,2016,AUSTRALIA,Fishing,M,N
199,2016,USA,Floating,F,N
200,2016,USA,Surfing,M,N
201,2016,USA,Surfing,M,N
202,2016,AUSTRALIA,Surfing,M,N
203,2016,USA,Surfing,M,N
204,2016,AUSTRALIA,Surfing,M,N
205,2016,USA,Snorkeling,F,N
206,2016,MEXICO,Cage Diving,M,0
207,2016,AUSTRALIA,Surfing,M,N
208,2016,USA,Surfing,M,N
209,2016,USA,Surfing,M,N
210,2016,USA,Surfng,M,N
211,2016,AUSTRALIA,Surfing,M,N
212,2016,USA,Surfing,M,N
213,2016,USA,Surfing,M,N
214,2016,USA,Surfing,M,N
215,2016,USA,Surfing,M,N
216,2016,AUSTRALIA,Surfing,M,N
217,2016,AUSTRALIA,Surfing,M,N
218,2016,AUSTRALIA,Fishing,0,N
219,2016,USA,Wading,M,N
220,2016,USA,Swimming,F,N
221,2016,NEW CALEDONIA,Kite surfing,M,Y
222,2016,USA,Boogie boarding,F,N
223,2016,AUSTRALIA,Surfing,M,N
224,2016,USA,Body boarding,M,N
225,2016,USA,Spearfishing,M,N
226,2016,MEXICO,Cage Diving,0,0
227,2016,USA,Surfing,M,N
228,2016,USA,Surfing,M,N
229,2016,REUNION,Surfing,M,N
230,2016,USA,Wading,M,N
231,2016,BAHAMAS,Snorkeling,M,N
232,2016,USA,SUP Foil boarding,M,N
233,2016,USA,Surfing,M,N
234,2016,SPAIN,Swimming,M,N
235,2016,CHINA,Swimming,M,N
236,2016,AUSTRALIA,Kayaking,M,N
237,2016,USA,Lobstering,M,N
238,2016,AUSTRALIA,Surfing,M,N
239,2016,JAPAN,Surfing,M,N
240,2016,AUSTRALIA,Surfing,M,N
241,2016,BAHAMAS,Spearfishing,M,N
242,2016,AUSTRALIA,Fishing,M,N
243,2016,USA,Fishing in Alabama Deep Fishing Rodeo,0,N
244,2016,USA,Surfing,F,N
245,2016,USA,0,F,N
246,2016,USA,Kite surfing,M,N
247,2016,USA,Swimming,M,N
248,2016,BAHAMAS,Scuba Diving,M,N
249,2016,SPAIN,Wading,F,N
250,2016,USA,Fishing for squid,M,N
251,2016,USA,Fishing,M,N
252,2016,USA,Fishing for sharks,M,N
253,2016,USA,Swimming,F,N
254,2016,AUSTRALIA,Fishing,M,N
255,2016,USA,0,M,N
256,2016,USA,Surfing,M,N
257,2016,COLUMBIA,Scuba Diving,M,N
258,2016,SOUTH AFRICA,Spearfishing,M,N
259,2016,USA,Floating,M,N
260,2016,USA,Wading,M,N
261,2016,USA,Surfing,M,N
262,2016,AUSTRALIA,Spearfishing,M,N
263,2016,USA,Floating in tube,F,N
264,2016,USA,Standing,M,N
265,2016,USA,Surfing,M,0
266,2016,USA,Swimming,M,N
267,2016,AUSTRALIA,Diving,F,Y
268,2016,EGYPT,Swimming,M,N
269,2016,AUSTRALIA,Spearfishing,M,0
270,2016,NEW CALEDONIA,Kite surfing,M,N
271,2016,AUSTRALIA,Surfing,M,Y
272,2016,USA,Swimming,F,N
273,2016,USA,Swimming,M,N
274,2016,USA,Swimming,F,N
275,2016,USA,Swimming,F,N
276,2016,USA,Swimming,F,N
277,2016,USA,Swimming,M,N
278,2016,USA,Teasing a shark,F,N
279,2016,USA,Floating,M,N
280,2016,NEW ZEALAND,Fishing,M,N
281,2016,INDONESIA,Surfing,M,N
282,2016,USA,Surfing,M,N
283,2016,SOUTH AFRICA,Surf-skiing,M,N
284,2016,AUSTRALIA,Swimming,M,N
285,2016,FRENCH POLYNESIA,Spearfishing,M,M
286,2016,FRENCH POLYNESIA,Spearfishing,M,N
287,2016,USA,Spearfishing,M,N
288,2016,NEW CALEDONIA,Walking,F,Y
289,2016,CAPE VERDE,0,M,0
290,2016,USA,Fishing,M,N
291,2016,USA,SUP,M,0
292,2016,USA,Snorkeling,F,N
293,2016,AUSTRALIA,Surfing,M,N
294,2016,USA,0,M,0
295,2016,AUSTRALIA,Surfing,M,N
296,2016,BAHAMAS,0,M,N
297,2016,USA,Surfing,0,0
298,2016,USA,Body surfing,M,N
299,2016,Fiji,Diving for beche-de-mer,M,Y
300,2016,USA,0,M,N
301,2016,AUSTRALIA,Fishing,M,N
302,2016,BRAZIL,Swimming,M,N
303,2016,NEW CALEDONIA,Kite surfing,M,N
304,2016,NEW CALEDONIA,Spearfishing,M,N
305,2016,DOMINICAN REPUBLIC,Wading,F,N
306,2016,CAYMAN ISLANDS,Feeding stingrays?,M,0
307,2016,AUSTRALIA,Surfing,M,0
308,2016,AUSTRALIA,Walking,F,N
309,2016,AUSTRALIA,Windsurfing,M,N
310,2016,BRAZIL,Swimming,M,N
311,2016,SOUTH AFRICA,Kayak fishing,M,N
312,2016,USA,Surfing,M,N
313,2016,USA,Surfing,F,N
314,2016,USA,Spearfishing,M,N
315,2016,UNITED ARAB EMIRATES,Fishing,M,N
316,2016,USA,Paddle boarding,M,N
317,2016,AUSTRALIA,Surfing,M,N
318,2016,AUSTRALIA,Wading,M,N
319,2016,AUSTRALIA,Spearfishing,M,N
320,2015,SOUTH AFRICA,Kayak Fishing,M,N
321,2015,SPAIN,Swimming,F,N
322,2015,USA,Paddle boarding,M,N
323,2015,AUSTRALIA,Surfing,M,N
324,2015,BRAZIL,Scuba diving,M,N
325,2015,ARUBA,Sea disaster,M,Y
326,2015,AUSTRALIA,Fishing,0,N
327,2015,BAHAMAS,Lobster fishing,M,N
328,2015,SOUTH AFRICA,Swimming / Wading,F,N
329,2015,ECUADOR,Snorkeling,M,N
330,2015,USA,Surfing,M,N
331,2015,USA,Swimming,F,N
332,2015,USA,Surfing,M,N
333,2015,AUSTRALIA,Surfing,M,N
334,2015,USA,Surfing,F,0
335,2015,USA,Swimming,M,N
336,2015,USA,Wading,F,N
337,2015,MOZAMBIQUE,Fishing,M,N
338,2015,AUSTRALIA,Spearfishing,M,N
339,2015,USA,Body boarding,M,N
340,2015,SOUTH AFRICA,Surfing,M,N
341,2015,USA,Surfing,M,N
342,2015,USA,Surfing,M,N
343,2015,MOZAMBIQUE,Fishing for shrimp,F,Y
344,2015,USA,Surfing,M,0
345,2015,USA,Swimming,M,N
346,2015,USA,Kayak Fishing,M,N
347,2015,USA,Boogie boarding,F,N
348,2015,USA,Surfing,M,N
349,2015,MOZAMBIQUE,Fishing,M,N
350,2015,AUSTRALIA,Surfing,M,N
351,2015,USA,Body boarding,M,N
352,2015,USA,Wading,M,N
353,2015,USA,Surfing,M,N
354,2015,USA,Surfing,M,N
355,2015,AUSTRALIA,Snorkeling,F,N
356,2015,USA,Kayak fishing,M,N
357,2015,USA,Surfing,M,N
358,2015,USA,Spearfishing,M,N
359,2015,USA,Wading,M,N
360,2015,USA,Photographing fish,M,N
361,2015,USA,Kayak Fishing,M,N
362,2015,USA,Swimming,M,N
363,2015,USA,Surfing,M,N
364,2015,AUSTRALIA,Surfing,M,N
365,2015,USA,Stand-Up Paddleboarding,F,N
366,2015,USA,Kayak Fishing,M,N
367,2015,AUSTRALIA,Surf-skiing,M,N
368,2015,USA,0,M,N
369,2015,THAILAND,Wading,F,N
370,2015,FIJI,Spearfishing,M,N
371,2015,USA,Surfing,F,N
372,2015,USA,Surfing,M,N
373,2015,USA,0,M,0
374,2015,AUSTRALIA,Surfing,M,N
375,2015,USA,Surfing,M,N
376,2015,USA,Walking,F,N
377,2015,USA,Kayak Fishing,M,N
378,2015,SPAIN,Swimming,M,0
379,2015,USA,Spearfishing,M,N
380,2015,AUSTRALIA,Surfing,M,N
381,2015,COSTA RICA,Surfing,M,N
382,2015,AUSTRALIA,Surfing,M,0
383,2015,USA,Surfing,M,N
384,2015,USA,Floating,F,0
385,2015,AUSTRALIA,Scallop diving on hookah,M,Y
386,2015,USA,Kayak Fishing,M,N
387,2015,AUSTRALIA,Surfing,M,N
388,2015,REUNION,Surfing,M,N
389,2015,SOUTH AFRICA,Surfing,M,N
390,2015,USA,Surfing,M,N
391,2015,USA,Treading water,M,0
392,2015,FRENCH POLYNESIA,Swimming,M,0
393,2015,BAHAMAS,Spearfishing,F,N
394,2015,USA,0,M,N
395,2015,AUSTRALIA,Surfing,M,N
396,2015,AUSTRALIA,Body boarding ,M,N
397,2015,USA,Swimming,M,N
398,2015,AUSTRALIA,Surfing,M,N
399,2015,USA,Playing in the water,M,N
400,2015,USA,Swimming,M,N
401,2015,SOUTH AFRICA,Body Boarding,M,N
402,2015,USA,Swimming,F,0
403,2015,SOUTH AFRICA,Surfing,M,N
404,2015,USA,Standing,M,N
405,2015,AUSTRALIA,Swimming,M,N
406,2015,USA,Body surfing?,M,N
407,2015,USA,Swimming,M,N
408,2015,AUSTRALIA,Surfing,F,N
409,2015,USA,Standing,M,N
410,2015,PUERTO RICO,Spearfishing,M,N
411,2015,USA,Swimming,M,N
412,2015,USA,Wading,M,N
413,2015,USA,Wading,F,N
414,2015,USA,0,F,N
415,2015,USA,Boogie boarding,F,N
416,2015,USA,Playing,M,N
417,2015,USA,Attempting to rescue a shark,F,N
418,2015,REUNION,Surfing,M,N
419,2015,USA,Standing,F,N
420,2015,USA,Wading,F,N
421,2015,FRENCH POLYNESIA,Spearfishing,M,N
422,2015,USA,Swimming,F,N
423,2015,USA,Surfing,M,N
424,2015,USA,0,M,N
425,2015,NEW CALEDONIA,Snorkeling,M,Y
426,2015,USA,Swimming,M,N
427,2015,AUSTRALIA,Surfing,M,N
428,2015,SOUTH AFRICA,Diving,M,N
429,2015,USA,Snorkeling,F,Y
430,2015,USA,Wading,M,N
431,2015,AUSTRALIA,Surfing,M,N
432,2015,AUSTRALIA,Surf skiing ,M,N
433,2015,USA,Photographing the shark,M,N
434,2015,REUNION,Surfing,M,Y
435,2015,AUSTRALIA,Paddle boarding,M,N
436,2015,USA,Spearfishing,M,N
437,2015,ITALY,Diving,M,0
438,2015,BRAZIL,Surfing,M,0
439,2015,SOUTH AFRICA,Kayak Fishing,M,N
440,2015,EGYPT,Swimming,M,Y
441,2015,USA,Standing / Snorkeling,M,N
442,2015,FRENCH POLYNESIA,Hand feeding sharks,M,N
443,2015,AUSTRALIA,Fishing,M,N
444,2015,MEXICO,Fishing,M,N
445,2015,FRENCH POLYNESIA,Sitting in the water,M,N
446,2015,ATLANTIC OCEAN,Transatlantic Rowing,0,N
447,2015,REUNION,Swimming,F,Y
448,2015,AUSTRALIA,Surfing,M,Y
449,2015,AUSTRALIA,Surfing,M,N
450,2015,AUSTRALIA,Bodysurfing,M,N
451,2015,AUSTRALIA,Rowing,M,N
452,2015,USA,Shark fishing,M,N
453,2015,AUSTRALIA,Surfing,M,N
454,2015,SOUTH AFRICA,Floating,M,N
455,2015,USA,Fishing,M,N
456,2015,AUSTRALIA,Surfing & filming dolphins,F,0
457,2015,AUSTRALIA,Fishing,M,N
458,2015,AUSTRALIA,Filming,M,N
459,2015,USA,Swimming after falling overboard,M,0
460,2015,BAHAMAS,Snorkeling,F,N
461,2015,SOUTH AFRICA,Surfing,M,N
462,2015,USA,0,M,N
463,2014,AUSTRALIA,Surfing,0,N
464,2014,AUSTRALIA,Spearfishing,M,Y
465,2014,GREECE,0,0,N
466,2014,SOUTH AFRICA,Swimming,0,0
467,2014,USA,Surfing,M,N
468,2014,AUSTRALIA,Fishing,M,N
469,2014,JAPAN,Diving / Filming,M,N
470,2014,AUSTRALIA,Spearfishing,M,Y
471,2014,SPAIN,Fishing for blue sharks,M,N
472,2014,AUSTRALIA,Surfing,M,N
473,2014,MAURITIUS,Fishing,M,Y
474,2014,AUSTRALIA,Fishing,M,N
475,2014,USA,0,0,N
476,2014,USA,Surfing,M,N
477,2014,USA,Snorkeling,M,N
478,2014,AUSTRALIA,Surfing,M,N
479,2014,USA,Surfing,M,N
480,2014,USA,Surfing,F,N
481,2014,AUSTRALIA,Surfing,M,N
482,2014,USA,Stand-Up Paddleboarding,F,N
483,2014,USA,Stand-Up Paddleboarding,M,N
484,2014,USA,Canoeing,F,N
485,2014,USA,Surfing,M,N
486,2014,AUSTRALIA,Surfing,F,N
487,2014,USA,Standing in inner tube,F,N
488,2014,USA,Body surfing or Boogie boarding,F,N
489,2014,AUSTRALIA,Kayaking,M,N
490,2014,USA,Surfing,M,N
491,2014,USA,Fishing,F,N
492,2014,USA,Surfing,M,N
493,2014,USA,Kayaking,M,N
494,2014,USA,Kayaking ,M,N
495,2014,USA,Surfing,M,N
496,2014,AUSTRALIA,Surfing,M,N
497,2014,USA,Surfing,M,N
498,2014,FRENCH POLYNESIA,Feeding fish,F,N
499,2014,USA,Surfing,M,0
500,2014,AUSTRALIA,Swimming,M,Y
501,2014,USA,Fishing ,M,N
502,2014,USA,Kayaking ,F,N
503,2014,USA,Fishing,M,N
504,2014,SPAIN,Playing with an air mattress,M,N
505,2014,USA,Body surfing,F,N
506,2014,USA,Surfing,M,N
507,2014,USA,0,0,0
508,2014,USA,Fishing,M,N
509,2014,SPAIN,Swimming,F,N
510,2014,USA,Surfing,M,N
511,2014,USA,Standing,F,N
512,2014,USA,Fishing for sharks,M,N
513,2014,USA,Kite boarding,0,N
514,2014,AUSTRALIA,Spearfishing,M,N
515,2014,USA,Standing,M,N
516,2014,USA,0,M,N
517,2014,BAHAMAS,Spearfishing,M,N
518,2014,USA,Swimming,F,N
519,2014,USA,Swimming,M,N
520,2014,USA,Boogie boarding,M,N
521,2014,USA,Swimming,F,N
522,2014,USA,Surfing,M,N
523,2014,USA,Boogie boarding,M,N
524,2014,SOUTH AFRICA,Surfing,M,N
525,2014,0,Sea disaster,M,0
526,2014,USA,Swimming,M,N
527,2014,REUNION,Surfing,M,N
528,2014,USA,Standing,M,N
529,2014,SPAIN,Wading,0,N
530,2014,USA,Swimming,M,N
531,2014,USA,Swimming,M,N
532,2014,BAHAMAS,Shark diving,M,0
533,2014,USA,Body surfing,M,N
534,2014,USA,Surfing,M,N
535,2014,USA,Swimming,M,N
536,2014,USA,Surfing,M,N
537,2014,USA,Body surfing,M,N
538,2014,ST. MARTIN,Transatlantic Rowing,M,N
539,2014,BAHAMAS,Spearfishing,M,N
540,2014,AUSTRALIA,Surfing,M,N
541,2014,AUSTRALIA,Body boarding,M,N
542,2014,AUSTRALIA,Petting a shark,M,N
543,2014,BRAZIL,Fishing,M,N
544,2014,USA,Standing,M,N
545,2014,AUSTRALIA,Body boarding,M,N
546,2014,JAPAN,Surfing,M,N
547,2014,USA,Kneeling in the water,F,N
548,2014,USA,Swimming,F,N
549,2014,AUSTRALIA,Surfing,M,N
550,2014,USA,Tagging sharks,F,N
551,2014,AUSTRALIA,Fell into the water,F,N
552,2014,FRANCE,Scuba diving,M,N
553,2014,AUSTRALIA,Teasing a shark,M,N
554,2014,USA,Body boarding,F,N
555,2014,AUSTRALIA,Surfing,M,N
556,2014,USA,Wading,F,N
557,2014,USA,Surfing,M,N
558,2014,USA,Diving,M,0
559,2014,USA,Swimming,F,N
560,2014,SOUTH AFRICA,Diving,0,N
561,2014,USA,Surfing,M,N
562,2014,AUSTRALIA,Spearfishing,M,N
563,2014,USA,Swimming,M ,N
564,2014,USA,Wading,M,N
565,2014,SOUTH AFRICA,Shark watching,0,N
566,2014,SOUTH AFRICA,Fishing,M,N
567,2014,USA,Surfing,M,N
568,2014,USA,Surfing,M,N
569,2014,AUSTRALIA,Swimming,F,Y
570,2014,AUSTRALIA,Diving for lobsters,M,0
571,2014,SOUTH AFRICA,Swimming,M,Y
572,2014,USA,Kite Surfing,M,N
573,2014,USA,Surfing,M,N
574,2014,NEW CALEDONIA,Kite Surfing,M,N
575,2014,AUSTRALIA,Surfing,M,N
576,2014,AUSTRALIA,0,F,0
577,2014,AUSTRALIA,Swimming,M,N
578,2014,CAYMAN ISLANDS,Scuba diving / culling lionfish,M,0
579,2014,USA,Surfing,M,N
580,2014,FRENCH POLYNESIA,Kitesurfing,M,N
581,2014,PAPUA NEW GUINEA,Sailing,M,N
582,2014,AUSTRALIA,Spearfishing / Free diving,M,Y
583,2014,TRINIDAD & TOBAGO,Fishing,M,N
584,2014,NEW ZEALAND,Surfing,M,N
585,2014,AUSTRALIA,Fishing,M,N
586,2014,NEW ZEALAND,Spearfishing,M,N
587,2014,JAPAN,Sea disaster,M,N
588,2014,USA,Free diving / Photographing pilot whales,M,N
589,2014,NEW ZEALAND,Filming a documentary,0,N
590,2013,NEW CALEDONIA,Snorkeling,M,N
591,2013,SOUTH AFRICA,Surfing,M,N
592,2013,KIRIBATI,Attempting to remove fishing net from submerged object,M,N
593,2013,USA,Boogie boarding,M,N
594,2013,USA,Surfing,M,N
595,2013,AUSTRALIA,Surfing,M,N
596,2013,USA,Kayaking / Fishing,M,Y
597,2013,AUSTRALIA,Body boarding,M,Y
598,2013,USA,Snorkeling,F,N
599,2013,AUSTRALIA,Surfing,M,Y
600,2013,USA,Surfing,M,N
601,2013,AUSTRALIA,Surfing,M,N
602,2013,BAHAMAS,Shark fishing,M,N
603,2013,USA,Body boarding,M,N
604,2013,USA,Surfing,M,N
605,2013,USA,Kiteboarding,M,N
606,2013,AUSTRALIA,Snorkeling,F,N
607,2013,REUNION,Body boarding,M,N
608,2013,AUSTRALIA,Diving for crayfish,M,N
609,2013,AUSTRALIA,Surfing,M,N
610,2013,USA,Diving ,M,N
611,2013,USA,Surfing,M,N
612,2013,USA,Wading,M,N
613,2013,SOUTH AFRICA,Swimming / snorkeling,M,Y
614,2013,AUSTRALIA,Diving for Abalone,M,N
615,2013,USA,Surfing,M,N
616,2013,USA,Wading,M,N
617,2013,USA,Surfing,M,N
618,2013,ISRAEL,Diving,M,N
619,2013,USA,Standing,M,N
620,2013,USA,Swimming,M,N
621,2013,USA,Surfing,M,N
622,2013,USA,Swimming,M,N
623,2013,USA,Surfing,F,N
624,2013,USA,0,F,UNKNOWN
625,2013,USA,Surfing,M,N
626,2013,USA,Standing,M,N
627,2013,USA,Swimming,M,N
628,2013,USA,0,M,N
629,2013,BAHAMAS,0,M,N
630,2013,USA,Casting a net,M,N
631,2013,BAHAMAS,Spearfishing,M,N
632,2013,USA,Swimming,M,N
633,2013,USA,Marathon swimming,F,0
634,2013,FRANCE,Longline fishing for sharks,M,N
635,2013,USA,Boogie boarding,F,N
636,2013,AUSTRALIA,Wrangling a shark,M,N
637,2013,USA,Surfing,M,N
638,2013,USA,Surfing,F,N
639,2013,USA,Snorkeling,F,Y
640,2013,USA,Kiteboarding,F,N
641,2013,USA,Surfing,M,N
642,2013,SOUTH AFRICA,Attempting to free the shark,M,N
643,2013,USA,Fishing,M,N
644,2013,USA,Snorkeling,F,N
645,2013,USA,Swimming,M,N
646,2013,BAHAMAS,Spearfishing,M,N
647,2013,MEXICO,Wading,F,N
648,2013,USA,Surfing,M,N
649,2013,BAHAMAS,Cleaning fish,M,N
650,2013,BAHAMAS,Diving,M,N
651,2013,BRAZIL,Swimming,F,Y
652,2013,USA,Walking in surf,F,N
653,2013,USA,Swimming ,M,N
654,2013,REUNION,Swimming & snorkeling,F,Y
655,2013,DIEGO GARCIA,Swimming,M,Y
656,2013,USA,Wading,F,N
657,2013,SPAIN,Swimming,M,0
658,2013,AUSTRALIA,Body surfing,M,N
659,2013,TAIWAN,Fishing,M,N
660,2013,JAMAICA,0,M,0
661,2013,USA,Kayaking / Fishing,M,N
662,2013,USA,Swimming,M,N
663,2013,USA,Swimming,M,N
664,2013,USA,Swimming,M,N
665,2013,USA,Swimming,M,N
666,2013,SOUTH AFRICA,Surfing,M,N
667,2013,USA,Surfing,F,N
